materialnummer;bezeichnung
22432;"Etikett ""Securikett"" PLATIN Unze"
22433;Banderolierband bedruckt GOLD Unze
22434;Banderolierband bedruckt PLATIN Unze
22435;Kreuzbandplombe Unzen (Straplock F-7000)
22436;Dietmar Spranz Medaille Cu D43 52g
22437;Maria Theresia Denkmalenthüll.Br.D40 50g
22438;"ALT!!!Etikett a Rol ""Barcotec"" 301-07105"
22439;"Farbband ""Barcotec"" 110mm X 74m"
22440;Ring Ag999 D52,80/37,00 62,21g ROH
22441;Ronde Ag999 D49,90 31,11g ROH
22442;Ronde Ag333 D33,65 16,5g GEW
22443;Etui Cervo dunkelblau 90x90 f.Kap.57,16
22444;Zertifikat Kunsthistorisches Museum
22445;Ronde Ag999 D49,80 33.11g SLG
22446;Ronde Ag999 D50,00 33,11g ROH
22447;SIC-Folie 250mm, Körnung 220
22448;Ronde Ag999 D19,60 2,0g GEW
22449;Ronde Ag999 D24,70 5,0g GEW
22450;Ronde Ag999 D33,70 12,0g GEW
22451;Ronde Ag999 D41,75 23,0g GEW
22452;Ronde Au986,1 D19,60 3,49g GEW
22453;Ronde Au986,1 D24,70 6,98g GEW
22454;Ronde Au986,1 D33,70 17,45g GEW
22455;Ronde Au986,1 D41,75 34,90g GEW
22456;Ronde Ag925 D38,25 28,34g SLG
22457;Ronde Ag925 D38,60 28,34g ROH
22458;Latvia/5€ Au999,9 D18 3,10g 2016
22459;Prägestempel Latvia 5€ AV Au D18
22460;Prägestempel Latvia 5€ RV Au D18
22461;Ronde Au999,9 D17,9?? 3,1g KP
22462;Ronde Ag999 D19,75 2,0g ROH
22463;Ronde Ag999 D24,85 5,0g ROH
22464;Ronde Ag999 D33,85 12,0g ROH
22465;Ronde Ag999 D41,90 23,0g ROH
22466;Ronde Au986,1 D19,60 3,49g GST GGL
22467;Ronde Au986,1 D19,80 3,49g ROH
22468;Ronde Au986,1 D24,70 6,98g GST GGL
22469;Ronde Au986,1 D24,85 6,98g ROH
22470;Ronde Au986,1 D33,70 17,45g GST GGL
22471;Ronde Au986,1 D33,85 17,45g ROH
22472;Ronde Au986,1 D41,75 34,90g GST GGL
22473;Ronde Au986,1 D41,90 34,90g ROH
22478;Teddybärmedaille Ag925 D40 30g
22479;Ronde Ag999 D99,65 1.004g GGL
22480;Prägestempel verbr. Kundenaufträge
22481;Ö.Numis.Ges/Med. Schreiner Ag999  D40
22482;Ö.Numis.Ges/Med. Eckhel Ag999 D40
22483;Ronde Au999,9 18,99x11,39mm 2,01g ROH
22488;Schuber Euro-Münzensatz PP 2017
22489;Zertifikat Euro-Münzensatz PP 2017
22490;Ronde Au916,7 D15,72 2,10g KP
22491;Ronde Au916,7 D16,68 2,80g KP
22492;Ronde Au916,7 D20,60 4,20g KP
22493;Ronde Au916,7 D23,55 8,35g KP
22494;Ronde Au916,7 D31,50 16,70g KP
22495;Ronde Au916,7 D36,38 41,75g KP
22496;Ronde Au917/Ag83 D15,85 2,10g ROH
22497;Interval/Bulgarien 1oz Ag 35x45mm
22498;Ronde Au917/Ag83 D16,92 2,80g ROH
22499;Ronde Au917/Ag83 D20,80 4,20g ROH
22500;Ronde Au917/Ag83 D23,75 8,35g ROH
22501;Ronde Au917/Ag83 D31,75 16,70g ROH
22502;Ronde Au917/Ag83 D36,58 41,75g ROH
22503;Interval/Bulgarien 1oz MS90 35x45mm
22504;Bijou Utopia MS90 D65 mit Bügel
22505;Ronde Au999,9 D18,00?? 3,1g ROH
22506;Camfil Farbnebelabscheider FA-1088L
22507;Ronde Au999,9 D32,80 22,0g GEW
22508;Ronde Au917/Ag83 D17,35 2,80g KP
22510;Ronde Au999,9 FAIR TRADE D17,85 3,11g KP
22511;Ronde Au999,9 FAIR TRADE D24,85 7,77g KP
22512;Ronde Au999,9 D32,80 22,0g  GST / GBZ
22513;Ronde Au999,9 D33,05 22,0g ROH
22515;Ronde Au917/Ag83 D17,50 2,80g ROH
22516;Ronde Au999,9 FAIR TRA D18,20 3,115g ROH
22517;Ronde Au999,9 FAIR TRADE D25,0 7,77g ROH
22519;Ronde Ag925 D38,45 17,61g KP
22522;Sammelalbum für Tier-Taler
22523;Garnitur Einsatz f. RAUCH (4 Stempel)
22524;Ronde Au999,9 D50,0 100g ROH
22525;Ronde Ag925 D38,70 17,61g ROH
22526;Ronde Au900/Ag60 D20,95 7,79g SLG
22527;Coil Au900/Ag60 1xvorgestr.1xgegl.3,2mm
22528;Ronde Au900/Ag60 D21,10 7,79g ROH
22530;IMM/AA/300 G. Maria T Au585 D12,5 0,7g
22531;IMM/AA/Steph Zweig 1942 Au585 D12,5 0,7g
22532;IMM/AA/Walzerkönig 1867 Au585 D12,5 0,7g
22533;IMM/AA/Olbrich SecessionAu585 D12,5 0,7g
22534;IMM/AA/Vorsi. OSZE 2017 Au585 D12,5 0,7g
22535;IMM/AA/Maximilian I Mex.Au585 D12,5 0,7g
22536;IMM/AA/Richard LöwenherzAu585 D12,5 0,7g
22537;IMM/AA/Andreas Hofer Au585 D12,5 0,7g
22538;IMM/Bundeshym 1947-2017 Au585/415 D18 2g
22539;Ronde Ag925 D38,25 12g GST/GGL
22540;Ronde Au999,9 D32,70 31,104g KP
22541;Ronde Au999,9 D59,30 155,6g KP
22542;Umlaufunfähig 5 € Ag925  8,41g  ab 2017
22543;Umlaufunfähig 10 € Ag925 16,82g ab 2017
22544;Umlaufunfähig 20 € Ag925 22,42g ab 2017
22545;Huawei Anstecknadel Au585
22546;Ronde Au999,9 D32,80 31,104g ROH
22547;Ronde Au999,9 D59,70 155,6g ROH
22548;Doserl D24,45/AD29 OT+UT+Ring f.D17,9 B
22552;Bischöfl.Ord.Eisenst/Dankesmed. Br verg.
22558;Tampondruckfarbe Mischweiß TPC 508/PC11
22559;Tampondruckfarbe Yellow TPC 508/80-NT
22560;Tampondruckfarbe Magenta TPC 508/81-NT
22561;Tampondruckfarbe Cyan TPC 508/82-NT
22562;Tampondruckfarbe Schwarz TPC 508/83-NT
22563;Ring Ag999 D33,93/22,13 12,50g SLG
22564;Ronde CuZn10 D100 s6 414,7g
22569;Ronde Au999,9 D39,85 50g KP
22570;Ronde Au965/Ag15/Cu D25,80 15g KP
22571;Ronde Au999,9 D32,40 31,103g KP
22572;Ronde Au999,9 D38,35 31,103g KP
22573;1 Unze Platin in Sichtfenster
22574;Ronde Au999,9 D32,62 31,103g ROH
22575;Ronde Au999,9 D38,50 31,103g ROH
22576;Ronde Au916,7 D13,18 3,98g SLG
22577;Ronde Au916,7 D18,78 7,98g KP
22578;Ronde Au916,7 D21,68 15,96g KP
22579;Ronde Au916,7 D27,83 31,94g KP
22580;Ronde Au916,7 D35,28 79,88g KP
22581;Ronde Au999,9 D26,60 15,552g KP
22582;Ronde Au375/Ag95 D24,85 8,0g VERG GEW
22583;Ronde Au999,9 D39,85 50g ROH
22584;1 Unze Silber Osteredition 2017
22586;Ronde Au916,7 D13,18 3,98g GGL
22587;Ronde Au916,7 D13,18 3,98g ROH
22588;Ronde Au916,7 D18,95 7,98g ROH
22589;Ronde Au916,7 D21,85 15,96g ROH
22590;Ronde Au916,7 D28,10 31,94g ROH
22591;Ronde Au916,7 D35,65 79,88g ROH
22592;Ronde Au999,9 D26,80 15,552g ROH
22593;Ronde Pt999,5 D36,70 31,18g ZUKAUF
22595;Zobl/Schumpeter eins. WNR 900  Ag900 D67
22596;Ronde Ag925 D32,84 15,50g GEW
22597;Ronde Au375/Ag95 D24,85 8,0g GEW VERG
22598;Ronde Au375/Ag95 D25,03 8,0g ROH
22599;Ronde Ag999 D100,0 1.004g Blindgeprägt
22600;Ronde Au999,9 D25,70 15,55g KP
22601;Ronde Au999,9 D22,10 10,0g KP
22602;Ronde Au999,9 D26,60 20g KP
22603;Ronde Au999,9 D31,70 35,0g KP
22604;Ronde Au999,9 D32,70 40,0g KP
22605;Ronde Au999,9 D25,90 15,55g ROH
22606;Europ.Parlament Ag925 D40
22607;Ronde Ag999 D31,68 16,40g GST
22608;Ronde Ag925 D38,45 17,61g GST/GGL
22609;Etikett auf Rolle weiß 65x45mm
22610;Ronde Au999,9 D22,20 10,0g ROH
22611;Ronde Au999,9 D26,80 20g ROH
22612;Ronde Au999,9 D31,90 35,0g ROH
22613;Ronde Au999,9 D32,85 40,0g ROH
22614;Ronde Ag999 D31,90 16,40g ROH
22615;Bleche Au965/Ag15/Cu20
22616;Rücklauf Au965/Ag15/Cu20
22617;Europ.Parlament Ag925 D60 verg.
22618;Huawei Orden MS90 D50 42g vergoldet
22619;"Mazedonien 10 Dinar geprägt;KALK OHNE RD"
22620;Mazedonien 10 Dinar verpackt
22621;Set 10x 10 EUR NP Cu Bundesländerserie
22622;Röhrchen 35/33x 50mm + Spiralstopfen
22623;Etikett 44x118mm für 10x10 € NP Cu
22624;Etikett 30x100mm für 10x10 € NP Cu
22625;Etui für 3 Euro Münzen
22626;Bundeskanzleramt Ag925 D40 20g
22627;Ronde Au965/Ag15/Cu D25,80 15g GST
22628;Ronde Au965/Ag15/Cu D26,0 15g ROH
22629;Tampon-Klarlack F52 96013 6 TPC528 PC-13
22630;IAEA Med. 60 Jahre Ag925 D40 20g
22632;Med. Special Olympics 2017 Ag925 D40 20g
22633;Special Olympics 2017 NS D40 27,30g
22634;Ronde Ag900 D33,62 18,04g KP
22635;Bär/Werbejetons NS D30
22637;Etui Rinascimento rot f. Kapsel AD44,50
22638;Kokillenrohling 2-Band
22639;Ronde Ag925 D39,85 60,12g   SLG bzw. KP
22640;Innung Gold u. Silber Med. Ag999 D40 20g
22641;Klebefolder für Innung Gold und Silber
22642;Ronde Ag925 D59,85 91,16g   SLG bzw. KP
22643;Ronde Au999,9 D21,70 7,776g SLG
22644;Doserl D34 IH3,1 – UT                  A
22645;Doserl D34 IH3,1 – OT                  A
22648;Ronde Au999,9 D21,85 7,776g ROH
22649;Ronde Au999,9 D21,75 6,223g KP
22650;Sammelmappe Maria Theresia Schätze d. G.
22651;Sammeletui Maria Theresia Schätze d. G.
22652;Sammeletui Wr. Schulen d. Psychotherapie
22653;Sammeletui  Engel – Himmlische Boten PP
22654;Ronde Au999,9 D21,95 6,223g ROH
22655;Ronde Ag999 D15,85 3,11g GEW
22656;Ronde Ag999 D16,0 3,11g ROH
22657;Etui Rinascimento weiß f.Kapsel AD44,40
22658;2 Oz Silberbarren f. 5 € Münze 78x52mm
22659;Ronde 50 EUR AU986,1 KP
22660;Ronde 50 EUR Au986,1 GST
22661;Ronde Ag925 D39,80 20g KP
22662;Ronde Ag925 D39,95 20g ROH
22663;IAEA/Plexiglasständer 130x10mm
22664;Maria Enzersd/Sportehrenz. D40 Br verg.
22665;Sportehrenz.Ansteckn. Br D10 verg.
22666;Gavia/5 Oz Au Nofretete D60
22668;Henkel Bonderite L-MR 71-2
22669;Lux. 5€ AgNb türkisbl.Useldange D34 16,6
22670;Coil Au916,7/Cu 45x10mm - 2 ROH
22671;Bleche Au916,7/Cu  20x100mm
22672;Ronde Au999,9 D59,30 157,0g SLG
22673;Ronde Au999,9 Octagonal 31,70g SLG
22674;Ronde Au999,9 D59,85 240,0g KP
22676;Ronde Au999,9 D19,83 7,78g ROH
22677;Ronde Au999,9 D19,65 7,78g GST GBZ
22678;Ronde Au999,9 D19,65 7,78g GEW
22679;Klebefolder Statistik Austria
22680;"Sonderverp. ""Statistik Austria"" für 2 €"
22681;Ronde Au999,9 D59,60 157,50 ROH
22682;Ronde Au999,9 Octagonal 31,70g ROH
22683;1/10 Unze Platin 2017 (in Vorbereitung!)
22684;Ronde Pt999,5  D15,75  3,112g Zukauf
22685;Ronde Pt999,5 D15,75  1/10 Unze klass.
22686;1/10 Unze Platin
22687;Ronde Au999,9 D60,0 240,0g ROH
22688;Ronde Ag925  D32,81 18g GEW unverpackt
22689;Samtetui hellrot 80x80 f. Doserl AD44,38
22690;Set 10x 10EUR PP Bundesländerserie Box
22691;Set 10x 10EUR HGH Bundesländerserie
22692;"Set 3x 20 EUR ""Mozart Serie""  Kassette"
22695;Erste Bank/Sparefroh CuNi D34 16g
22696;Ronde Au999,9 D27,65 15,55g KP
22697;Prägestempel   1 EUROCENT NP AV 2019
22698;Prägestempel   2 EUROCENT NP AV 2019
22699;Prägestempel   5 EUROCENT NP AV 2019
22700;Prägestempel   10 EUROCENT NP AV 2019
22701;Prägestempel   20 EUROCENT NP AV 2019
22702;Prägestempel   50 EUROCENT NP AV 2019
22703;Prägestempel   1 EURO NP AV 2019
22704;Prägestempel   2 EURO NP AV 2019
22705;Ring für Panzerkarton 700mm
22707;1 EURO CENT  NP 2019
22708;2 EURO CENT  NP 2019
22709;5 EURO CENT  NP 2019
22710;10 EURO CENT  NP 2019
22711;20 EURO CENT  NP 2019
22712;50 EURO CENT  NP 2019
22713;1 EURO  NP 2019
22714;2 EURO  NP 2019
22716;Ronde Au916,7 D22,20 19,00g KP
22717;Ronde Ag925 D38,28 33,63g SLG
22718;Ronde Au999,9 D24,73 7,79g SLG
22719;Euro-Münzensatz  PP 2019
22720;Ronde Au999,9 D24,95 7,79g ROH
22721;Ronde Ag925 D38,75 33,63g ROH
22722;"Klebefolder 5 EUR HGH ""Neujahrsmünze"" 18"
22723;"Banderole  5 EUR HGH ""Neujahrsmünze"" 18"
22724;Ronde Au986,1 D24,75 10g GST KP
22725;Erste Bank/Sparefroh Au986,1 D24,90 10g
22726;Füllmat. Silber Unze 700x750x70mm
22727;Füllmat. Silber Unze 240x240x100mm
22729;Ronde Au916,7 D22,42 19,00g ROH
22730;Gavia/5Oz Au Niue Planet Earth D60
22731;Ronde Br MS90/Cu D64,80 GST GEB
22732;Martor Secupro Martego Sicherh.Messer
22733;Ersatzklinge für Martego Sicherh.Messer
22734;Martor Secunorm Mizar Sicherh.Messer
22735;Ersatzklinge für Mizar Sicherh.Messer
22736;Martor Secunorm Profi40 Sicherh.Messer
22737;Ersatzklinge für Profi40 Sicherh.Messer
22738;Martor Safebox für Sicherh.Messer
22739;Martor Sammelbox für Sicherh.Messer
22740;Trennscheibe D203mm 10S20
22741;Trennscheibe D203mm 30A20
22742;Trennscheibe D203mm 50A20
22745;Ronde Ag900 D32,85 18,0g SLG
22746;Ronde Ag900 D33,0 18,0g ROH
22756;Teddybärmed.ro/Zi eingeschweißt HALB
22757;Teddybärmed.rot eingeschweißt HALB
22758;Teddybärmed.blau/Zi eingeschweißt HALB
22759;Teddybärmed.blau eingeschweißt HALB
22760;Teddybärmed. Zirkonia HALB
22763;Ronde Ag925 D49,75 163,70g GEB
22764;Kalendermedaille 2018 Br. D40 22g
22765;Kalendermedaille 2018 Ag900 D40 26g
22766;Kalendermedaille 2018 Ag900 verg.D40 26g
22767;Kalendermedaille 2018 Au585/415 D40 28g
22768;Glücksjeton 2018 Br. D23 4g
22769;Glücksjeton 2018 Ag900 D23 5g
22770;Glücksjeton 2018 Ag900 verg. D23 5g
22771;Glücksjeton 2018 Au585/415 D23 4,5g
22781;Prägestempel Glückjeton RV Br D23 SPRUCH
22782;Prägestempel Glückjeton RV Ag D23 SPRUCH
22783;Prägestempel Glückjeton RV Au D23 SPRUCH
22784;Ronde Au999,9 D19,85 3,0g GST
22785;Ronde Au999,9 D19,85 3,0g GST GBZ
22787;Ronde Ag999 D38,44 10,00g SLG
22788;Etikett  Euro-Münzensatz  PP 2017
22789;Etikett  Euro-Münzensatz  PP 2018
22790;Ronde Ag999 D38,50 10,0g ROH
22791;Ronde Au999,9 D59,45-59,50 155,5g GST
22792;Ronde Pille GBZ,FORM,GSF 25 EUR NIOB 18
22793;Ronde Pille 25 EUR GEPRÄGT NIOB 2018
22794;Pille 25 EUR NIOB ZUKAUF roh Gramm 2018
22798;Karton Sonderedition 175 Jahre Phil. 17
22800;Etikett Sonderedition 175 Jahre Phil. 17
22801;Ronde Ag999 D36,85 20g GGL KP
22802;Set 175 Jahre Phil. PP 17 + 1 Unze Ag 17
22804;Resida/Schmalix Peonies 1Oz Au999,9 D37
22805;Latvia/5 € 2017 Ag 925 D38,61 31,47g
22806;Test Ronde Ag PF / Schnellkalk
22807;Ronde AG ROH Test Schnellkalk
22808;Ronde Ag999 D49,80 66,80g SLG
22809;Ronde Ag999 D49,80 66,80g ROH
22810;Kunststoffklischee 3€ Krokodil
22811;Keramikklischee 3€ Krokodil
22812;Ronde Au999,9 D54,15 157,50g SLG
22813;Schlauch PTFE AD=1,2/ID=0,6/Natur(10m)
22814;Siegel Maria Theresia 1751 für Lotterien
22815;Kostenbeitrag Essen Münze/Leihpersonal
22816;Kostenbeitrag Essen PMS
22817;IMM/R14/100 Goldkr. KFJ Au585/415 D14
22818;IMM/R14/Doppelsov.DÒr MT-Au585/415 D14
22819;IMM/R14/1 Dukat Leopold I- Au585/415 D14
22820;IMM/R14/Duk Türkenb.1529 Au585/415 D14
22821;IMM/R14/Gulden Herz.Albr.IIAu585/415 D14
22822;IMM/R14/ Joseph I Dukat- Au585/415 D14
22823;IMM/R14/7 Dukaten-Maxim.I- Au585/415 D14
22824;IMM/R14/10 Dukaten-Karl V- Au585/415 D14
22825;Ronde Ag925 D31,71 16,81g SLG
22826;Ronde Au999,9 D54,40 157,50g ROH
22827;Ronde Ag925 D31,? 16,81g ROH
22828;Kunststoffklischee 3€ Eisvogel
22829;Keramikklischee 3€ Eisvogel
22830;Zugbeutel hellbrauner Samt 112 x 125mm
22832;Ronde Au585/415 D14 1,2g ROH
22833;Ronde Au585/415 D13,85 1,2g GST
22834;Ronde Au585/415 D13,85 1,2g VERG GEW  HF
22838;Ronde Pt999,5 D24,85 8,0g KP
22839;Prägest. 5€ Ag/Nb Lux. Fürst 2017
22840;Prägest. 5€ Ag/Nb Lux.Chât. d'Useldange
22841;Kunststoffklischee 3€ Wolf
22842;Keramikklischee 3€ Wolf
22843;Ronde Ag999 D89,50 250,0g SLG
22844;Ronde Ag999 D49,85 31,10g KP
22845;Ronde Ag925 D38,28 28,28g SLG
22846;Ronde Au900/Ag60/Cu D34,68 17,01g SLG
22847;Kalendermedaille 1988 Au585/415 D40 28g
22848;KALK_PSS_DM25_NP_10000STK_Alpaka_CZ-Mint
22849;Ronde Pt999,5  D25,0  8,0g Zukauf
22851;KALK Gräbener D XX Stempel gravieren
22852;Ronde Ag999 D50,0 31,10g ROH
22853;Ronde Au999,9 D17,65 3,11g KP
22854;Ronde Au999,9 D24,70 7,78g KP
22855;Doserl D14,00 OT+UT/IMM-Beist.         B
22856;Ronde Au965/Ag15/Cu D25,60 15g KP
22857;Ronde Au999,9 D17,80 3,11g ROH
22858;Ronde Au999,9 D24,95 7,78g ROH
22859;Ronde Ag925 D32,85 17,00g KP
22860;Ronde Pt999,5 D36,65 31,1g KP
22861;Ronde Au965/Ag15/Cu D25,80 15g ROH
22862;Ronde Ag925 D38,50 28,28g ROH
22863;Ronde Ag925 D33,25 17,00g ROH
22864;Ronde Au585/Ag415 D24,85 7,78g VERG GEW
22865;Ronde Au585/Ag415 D24,85 7,78g GEW VERG
22866;Ronde Au585/Ag415 D25,03 7,78g ROH
22868;Ronde Au986,1 D24,70 6,98g KP
22869;Ronde Au986,1 D33,70 17,45g KP
22870;Ronde Au986,1 D41,75 34,90g KP
22878;Ronde Ag999 D44,65 62,21g SLG
22879;Ronde Ag925 D32,30 15,0g GST GGL
22880;KALK Prägung Armband Au585/260 D13 1,5g
22881;KALK Prägung Halskette Au585/260 D16 2,4
22882;KALK Prägung Halskette Ag925 D35,00 15g
22884;KALK Ronde Au585/260 D15 2,30g GGL
22885;KALK Ronde Au585/260 D11,90 1,40g GGL
22888;KALK Prägung Armband Au585/260 D13 1,4g
22889;KALK Prägung Halskette Au585/260 D16 2,3
22892;Ronde Ag999 D44,90 62,21g ROH
22893;Ronde Au333/Ag75 D13,80 1,0g VERG GEW
22894;KALK Ronde Au986,1 D31,90mm 17,5g GST KP
22895;Infokarte zu 22719
22896;Infokarte zu 21797
22897;Ring Au999,9 D29,65/D11,60 13,0g KP
22898;Ronde Pt999,5  D12,76  1,247g Zukauf
22899;1/25 Unze Platin 2017
22900;1/25 Unze Platin
22901;1/25 Unze Wr. Philharm. Platin MÖ
22902;Ronde Pt999,5 D12,76  1/25 Unze UGST
22903;Ronde Pt999,5 D12,76 1/25 Oz klass. PF
22904;1/25 Unze Platin Bullion geprägt
22905;Prägest. 1/25 Unze PLATIN 4 EUR AV17
22906;Prägest. 1/25 Unze PLATIN RV
22907;Prägering  1/25 Oz PLATIN gek DI=12,88
22908;"Etikett ""Securikett"" PLATIN Unze klein"
22909;Schuber 1/25 Unze Platin Wr. Philharm.
22910;1/25 Unze Platin im roten Etui verpackt
22911;KALK Prägest.Gräbener rechteckig gefräst
22915;KALK Prägung(Tampon) recht. für 5 Oz Au
22916;KALK Ronden rechteckig für 5 Oz Au
22917;Ronde Au333/Ag75 D13,80 1,0g GST
22918;Ronde Au333/Ag75 D13,92 1,0g ROH
22919;Bleche Au333/Ag75/Cu
22920;Rücklauf Au333/Ag75/Cu
22921;"1/25 Unze Bullion Pt ""ohne Rückdeckung"""
22922;Ronde Au999,9 D49,50 155,50g GEB
22923;Ronde Au999,9 D64,00 311,00g GEB
22924;Ronde Ag999 D74,00 311,00g GEB
22928;Ronde Ag999 D38,35 31,103g KP
22929;Ronde Au999,9 D31,95 15,559g KP
22930;Ronde Au999,9 D32,20 15,559g ROH
22937;Ronde Ag999 D38,60 31,103g ROH
22938;Ronde Au999,9 D38,85 17,0g GST / GBZ
22939;Ronde Au999,9 D39,05 17,0g ROH
22940;Ronde Au999,9 D44,85 85,0g GST / GBZ
22941;Ronde Au999,9 D45,10 85,0g ROH
22942;Ronde Au999,9 D49,70 155,50g ROH
22943;Coil Ag925 70x4,2 1x vorgest. 1x geglüht
22944;Klebefolder 1/25 oz Platin Schalter
22945;1/25 Unze Platin in Sichtfenster
22948;Schaumstoffplatte 135x135x5mm Loch 100mm
22949;Schaumstoffplatte 135x135x10mm Loch100mm
22950;Ronde Ag999 17,90x29,78mm 15,55g SLG
22951;Ronde Ag999 19,90x33,10mm 31,10g SLG
22952;Ronde Ag999,9 D38,25 31,11g SLG
22953;Ronde Ag999,9 D38,60 31,11g ROH
22954;Späne Ag999,9
22955;Ronde Ag999 17,90x29,78mm 15,55g ROH
22956;Ronde Ag999 19,90x33,10mm 31,10g ROH
22957;Handdesinfektionsmittel  500ml
22958;ServusTV Medaille Ag999 D40 20g
22959;Ronde Ag999 D89,00 500g KP
22962;Edelmetallwert BADV
22963;Ronde Au750/Ag125 D22,43 3mm KP
22964;Ronde Ag925 D22,43 3mm KP
22966;Gavia/5Oz Au 500NZ$ Reformation D60
22967;Ronde Au585/415 D12,40 0,58g ROH
22968;Ronde Au585/415 D12,40 0,58g GGL
22969;Isopropylalkohol 10 Liter
22970;Ronde Ag999 D31,65 32,40g UGST
22971;Ronde Bronze DM36,95 28g UGST GEB
22972;Ronde Ag925 D28,84 11,90g SLG
22973;Ronde Ag925 D29,25 11,90g ROH
22974;Ronde Au900/Ag50/Cu50 D18,20 3,36g SLG
22975;Ronde Au900/Ag50/Cu50 D18,52 3,36g ROH
22976;Klebefolder Silber Unze Weihnacht. 2017
22979;KALK Prägering GLATT PSS HM
22980;Latvia/20 € 2017 Au999,9 D21 6,0g
22982;Ronde Au999,9 D20,95 6,0g ROH
22983;Ronde Au999,9 D20,95 6,0g KP
22984;Ronde Ag999 D89,80 1.002g GEB
22985;Ronde Ag999 Reserve-01
22986;Ronde Au999,9 D26,60 15,80g GST
22987;Ronde Au999,9 D29,65 25,30g SLG
22988;Ronde Au999,9 D38,25 35,30g SLG
22989;Ronde Au999,9 D17,95 3,13g GST
22990;Ronde Au999,9 D21,95 7,81g GST
22991;Ronde Au999,9 D26,95 15,55g GST
22992;Ronde Au999,9 D31,95 31,16g GST
22993;Ronde Au999,9 D29,65 23,60g SLG
22994;Ronde Ag925 D31,92 31,10g SLG
22996;Ronde Au999,9 D22,20 7,78g KP
22997;Ronde Au999,9 D29,61 15,55g KP
22998;Ronde Au999,9 D38,20 31,105g KP
22999;Ronde Au999,9 D16,91 2,30g SLG
23000;Ronde Au999,9 D21,65 7,78g GEW
23005;Esperanto Med. 100 Steloj 1Oz Ag999 D37
23006;Ronde Au999,9 D26,80 15,80g ROH
23007;Ronde Au999,9 D29,75 25,30g ROH
23008;Ronde Au999,9 D38,40 35,30g ROH
23009;Ronde Ag999 D36,83 31,104g KP
23013;KALK Prägung AG999 D37 31,104g bedruckt
23015;KALK Prägung AG999 D37 31,104g Etui
23016;KALK Prägung AG999 D37 31,104g Blister
23017;Ronde CU-ETP DM80 s=5mm 228g
23018;KALK Coil MS90 5x100 Zukauf für Huawei
23019;Ronde Ag925 D22,56 3mm ROH
23020;Ronde Au750/Ag125 D22,43 3mm ROH
23021;Staatspr.f.Land-u.Forstw. Br 50x40 verg.
23022;Staatspr.f.Land-u.Forstw. Br 50x40 vers.
23023;Ronde Au999,9 D29,75 23,60g ROH
23024;Staatspr.f.Land-u.Forstw. Ag900 40g verg
23025;Huawei/Med. Future Star 2017 D80 MS90
23027;Ronde Br CuZn10(MS90) D80 s5 220g
23029;Aceton 10 L Gebinde
23038;Ronde Bronze D39,47 27,61g GEW
23039;Ring Bronze D39,47/27,00 14,48g GEW
23040;Ronde Ag999 D26,85 14,86g UGST
23041;Ronde Au900/Ag60/Cu D34,90 17,01g ROH
23042;Rücklauf Cu (5€ + 10€)
23043;Gavia/5 Oz 2017 Tropical Zone D60 AU PL
23044;Ronde Au999,9 D22,35 7,78g ROH
23045;Ronde Au999,9 D29,75 15,55g ROH
23046;Ronde Au999,9 D38,40 31,105g ROH
23048;Ronde Ag999 D49,80 65,5g SLG
23049;Ronde Au999,9 100,80x70,80 oval 500g GEB
23050;Torch Fest + Injektor
23051;Torch Fest Glasteil
23052;Doserl D37/AD44,2/IH3,5/GH7,5 OT + UT
23053;Ronde Bronze D39,67 27,61g ROH
23055;Ronde Ag925 D32,0 31,10g ROH
23058;Ronde Au999,9 D17,05 2,30g ROH
23059;Ronde Ag999 D38,55 10g doppelt angelegt
23060;"Ronde Br MS90 D33,80 10g GST GEW ""gelb"""
23062;KALK MODUL Gummiabguss bis Fräsdatei
23063;KALK REDUKTION = PUNZE GRAVIEREN
23065;KALK Tronrud Rolliereinsatz
23066;KALK Ronde Ag925 D35,10 20g ROH
23067;KALK Ronde Ag925 D34,85 20g KP
23069;KALK Prägung AG925 D35 20,0g
23070;Prägering 3-geteilt Einsätze-ROH PSS
23071;Ronde Ag925 D31,92 14,14g SLG
23072;Ronde Au999,9 D38,42 31,10g UGST
23073;Ronde Au999,9 D12,80 1,24g UGST
23074;Ronde Au999,9 D31,70 30g KP
23075;Bleche Ag925 NWD 4,4mm
23079;KALK ZERTIFIKAT 59x59 8 Seiten
23081;Ronde Ag925 D32,16 14,14g ROH
23082;KALK Design Künstl.Graveurabteilung
23083;Prägest. 1/25 Unze PLATIN 4 EUR AV18
23084;1/25 Unze Platin 2018
23085;Kunststoffklischee 3€ Papagei
23086;Keramikklischee 3€ Papagei
23087;Multielement-Std. ICAL Standardlösung
23088;Ronde Au999,9 D31,90 30,0g ROH
23089;Ronde Ag999 D49,80 65,5g ROH
23090;Kartonpalettencontainer für 1/2 Palette
23092;Schaumstoffgarnitur 265x187x120
23093;Aktivkohlefilter AK-PA-2600-145-450-VZJA
23094;Alt! Etui Schmuck-Collier/Anhänger VERP
23095;TNP-50K Toner black für C3100P
23096;TNP-50Y Toner yellow für C3100P
23097;TNP-50M Toner magenta für C3100P
23098;TNP-50C Toner cyan für C3100P
23101;IUP-23K IU black für C3100P/C3110
23102;IUP-23Y IU yellow für C3100P/C3110
23103;IUP-23M IU magenta für C3100P/C3110
23104;IUP-23C IU cyan für C3100P/C3110
23109;Ronde Ag999 D62,84 158,04g abgedreht/GEB
